utt_id,dataset_name,gender,path_raw,duration_sec,world_voiced_ratio,world_f0_median_hz,world_mel_status,world_mel_voiced_frames,world_mel_continuity_l1,world_mel_vector_json,lpc_mel_status,lpc_mel_voiced_frames,lpc_mel_continuity_l1,lpc_mel_vector_json,mfcc_status,mfcc_voiced_frames,mfcc_continuity_l1,mfcc_vector_json
p225_027_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_027_mic1.flac,2.631729,0.405303,199.549292,ok,107,0.806131,"[-6.951916652078742, -7.398255497362932, -7.748641247083658, -7.812812468934194, -8.390863078331543, -10.13898300926162, -11.261444217906305, -10.62419277153598, -10.536866450031152, -10.847241382988368, -10.83313548453068, -10.797843778569076, -11.00687524233539, -11.157650317857826, -11.3974380194199, -11.67525505420112, -12.65415549940041, -13.64995228942522, -13.002332070133972, -12.522989157333045, -13.10941898522553, -14.188016810851098, -15.04269964894456, -14.553340137073956]",ok,200,0.206030,"[1.3594069480895996, 1.1314040422439575, 0.8877865076065063, 0.6999994516372681, 0.5335072875022888, 0.37039557099342346, 0.20647117495536804, 0.046927403658628464, -0.10869936645030975, -0.2923514246940613, -0.5040683746337891, -0.7078108191490173, -0.8997551202774048, -1.0626897811889648, -1.2171659469604492, -1.3913112878799438, -1.5921735763549805, -1.7667226791381836, -1.883894443511963, -2.0149083137512207, -2.312612771987915, -2.693465232849121, -2.976513385772705, -3.0754306316375732]",ok,200,3.329644,"[-176.12020874023438, 64.9361343383789, -2.116915702819824, 19.783109664916992, 10.222981452941895, 5.119637966156006, -5.3027496337890625, 0.8577075004577637, -6.024222373962402, -4.612820625305176, 9.539342880249023, -2.3877997398376465, 10.753274917602539, 1.3294073343276978, -0.13345031440258026, -1.7104812860488892]"
p225_028_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_028_mic1.flac,2.132479,0.387850,227.106469,ok,83,0.850822,"[-5.963180809331667, -6.43721556778483, -7.0534502546920415, -7.248711127845125, -7.700322567520276, -8.725975156207872, -9.14940212221827, -8.843701020652547, -8.80535332853615, -9.158816454628905, -9.606437256640636, -10.048024543178254, -9.93253752796391, -10.251418786549182, -10.364633208033878, -11.240851406825499, -12.457892819236012, -12.46744594604134, -11.452409445559832, -11.50614789783207, -12.624971389773412, -13.912459186523934, -14.82783321431494, -14.129210212101084]",ok,156,0.194375,"[1.1051666736602783, 0.9778651595115662, 0.8649370074272156, 0.7772529125213623, 0.6901553273200989, 0.5927537083625793, 0.47826385498046875, 0.3233526647090912, 0.09795770049095154, -0.13650019466876984, -0.33875009417533875, -0.5118191838264465, -0.6749754548072815, -0.8433915972709656, -1.0398859977722168, -1.2394163608551025, -1.4060304164886475, -1.5069016218185425, -1.5528860092163086, -1.7035003900527954, -2.0779879093170166, -2.5316126346588135, -2.854422092437744, -2.843935251235962]",ok,156,3.081474,"[-137.77174377441406, 68.0594482421875, -5.548255920410156, 13.523435592651367, 3.573436737060547, 7.661643028259277, -2.403855085372925, 2.292161464691162, 1.2583723068237305, -9.44011116027832, 11.850972175598145, -3.0929372310638428, 5.615553379058838, -0.9726622104644775, -0.299363374710083, -2.9422593116760254]"
p225_040_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_040_mic1.flac,2.161333,0.382488,173.937346,ok,83,0.986657,"[-6.665982631099378, -7.526119327475976, -8.314198866000636, -9.187310669274032, -10.229112577554329, -11.763271107887974, -12.737099259905357, -12.376783999097624, -12.37705211960166, -12.574273206536374, -12.686718891656701, -11.903872277519453, -11.305269590932681, -11.678138964434845, -11.591165219075352, -11.871127012332511, -12.702512118015557, -13.007052854844925, -12.576048816232111, -13.027021166847286, -13.715728138141671, -14.577239995167586, -15.414753967402207, -15.4247417772251]",ok,155,0.259401,"[1.5146114826202393, 1.178923487663269, 0.8606541752815247, 0.5896602272987366, 0.3263566195964813, 0.08360929042100906, -0.12010946869850159, -0.29141566157341003, -0.44263458251953125, -0.5797092914581299, -0.6979607939720154, -0.7929592132568359, -0.870703935623169, -0.923354983329773, -0.9722211360931396, -1.0529507398605347, -1.193863868713379, -1.3986670970916748, -1.6319682598114014, -1.835573673248291, -2.1486666202545166, -2.6154398918151855, -3.0308141708374023, -3.2563154697418213]",ok,155,4.097471,"[-200.90432739257812, 56.47587585449219, 5.654285907745361, 40.85956573486328, 10.077322006225586, 7.9031982421875, -1.3489748239517212, 3.3458425998687744, -0.28623631596565247, -5.196670055389404, 5.274659156799316, 0.9876809120178223, 6.546483516693115, 1.9985873699188232, -1.184562087059021, -2.505258321762085]"
p225_049_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_049_mic1.flac,2.005271,0.477612,179.702811,ok,96,0.726097,"[-5.879713480663519, -7.106823342891858, -8.044411561106212, -8.543303210707895, -9.023178285421269, -10.627795383523468, -10.995106844284209, -10.595036850609844, -10.992460010597284, -11.580781066984024, -11.57200656667201, -11.370433822559832, -11.997845917630096, -12.189005914942811, -12.743776428273891, -12.826031831878723, -13.804055126019366, -14.26311910128957, -13.58367167246089, -13.672760004041693, -14.325553885379009, -15.270966963408258, -15.71916820953036, -15.477840588527785]",ok,180,0.186703,"[2.3070027828216553, 1.9770183563232422, 1.6052162647247314, 1.3698195219039917, 1.1391329765319824, 0.8305342197418213, 0.5572262406349182, 0.323010116815567, 0.09462186694145203, -0.12280955910682678, -0.318771094083786, -0.49674007296562195, -0.6741483211517334, -0.8481684327125549, -1.02959406375885, -1.2171010971069336, -1.4142882823944092, -1.586388349533081, -1.7072925567626953, -1.9163494110107422, -2.378190279006958, -2.8530635833740234, -3.1928703784942627, -3.328704833984375]",ok,180,3.179391,"[-193.56947326660156, 79.76355743408203, 2.2237799167633057, 20.50271987915039, 9.818015098571777, 11.673279762268066, -0.20011520385742188, 4.010810375213623, 2.235363245010376, -4.175739765167236, 8.18587875366211, -0.48270362615585327, 9.357332229614258, 5.202715873718262, 0.28841227293014526, -3.0857038497924805]"
p225_051_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_051_mic1.flac,2.292083,0.552174,177.693796,ok,127,0.834038,"[-6.541540578007065, -7.665345535149095, -8.506501895549716, -8.8316499711422, -9.359242387330157, -10.650235716680816, -11.187163163813647, -10.868952039873085, -10.757852287365004, -11.058830761820241, -11.422597968195912, -11.865325495450401, -12.483180315454987, -12.670441376571251, -12.70377660364357, -12.775563874838035, -13.924903855049726, -14.12530157949999, -13.44703668607682, -13.366262066100765, -14.040454456642493, -14.962044273697163, -15.382225420247202, -15.047675006334275]",ok,238,0.207666,"[1.8013508319854736, 1.4985651969909668, 1.1578172445297241, 0.8961630463600159, 0.6898961663246155, 0.49973180890083313, 0.3099372088909149, 0.09536164253950119, -0.15099026262760162, -0.4189375936985016, -0.6691098213195801, -0.8861508369445801, -1.0827717781066895, -1.2642408609390259, -1.4484946727752686, -1.6119800806045532, -1.7435016632080078, -1.8335610628128052, -1.8870421648025513, -2.0366451740264893, -2.383782386779785, -2.7329604625701904, -2.964278221130371, -3.054353713989258]",ok,238,3.515498,"[-195.35987854003906, 70.78402709960938, 7.296024799346924, 14.938461303710938, 7.4779276847839355, 11.05258846282959, 1.4901036024093628, 2.189027786254883, -0.7884273529052734, -2.587716817855835, 10.392101287841797, -1.2767373323440552, 6.927971363067627, 2.888160467147827, -0.5118190050125122, -0.6470770835876465]"
p225_053_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_053_mic1.flac,2.537542,0.515748,182.360609,ok,131,0.859651,"[-6.432434893910682, -7.628743570972646, -8.18892267092115, -7.592307433140824, -7.717258441104891, -9.205207035163513, -10.350310757602863, -10.161854239291033, -10.131945066667775, -10.671785288489916, -11.281897460053731, -11.338922725303107, -11.628813752004907, -11.623118428432099, -11.759142224217044, -11.855287594527718, -12.97015604262296, -13.60782561595336, -12.85003591368703, -13.055940411040664, -13.359691914528188, -14.33737111192954, -15.35388107457679, -14.992811515740003]",ok,246,0.227266,"[1.513405203819275, 1.3371617794036865, 1.1917346715927124, 1.1107370853424072, 0.96720290184021, 0.7507109642028809, 0.5221090316772461, 0.2682531177997589, 0.0041435593739151955, -0.23608049750328064, -0.44767141342163086, -0.6337375044822693, -0.8010792136192322, -0.9334735870361328, -1.0613774061203003, -1.26904296875, -1.506736397743225, -1.6728394031524658, -1.7401719093322754, -1.778668761253357, -2.0660195350646973, -2.5190722942352295, -2.85788893699646, -2.9641385078430176]",ok,246,3.530294,"[-169.40985107421875, 72.55081176757812, 1.0880851745605469, 15.530502319335938, -0.4691888391971588, 4.576730251312256, -2.968731641769409, 4.170084476470947, -0.8996641635894775, -1.027635931968689, 11.980110168457031, 1.9382038116455078, 9.981311798095703, 2.6155807971954346, 0.48934656381607056, -3.2421088218688965]"
p225_063_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_063_mic1.flac,2.783667,0.591398,173.210491,ok,165,0.850916,"[-6.987348519416445, -7.965292329618268, -8.39710026647255, -8.683401648321347, -9.539792224465744, -10.90159472613893, -11.954377128624692, -11.49493948188061, -11.284760868454212, -11.65048130181321, -11.933867009877272, -11.557764827387995, -11.208527032058386, -11.498163262737918, -11.635891207464104, -12.122754199039065, -13.443275405501065, -13.746918093412441, -13.393662112306847, -13.487208594367686, -13.810007693633578, -14.584178916022754, -15.076037954827054, -14.661743038836274]",ok,310,0.215451,"[1.4551910161972046, 1.2006919384002686, 0.9333710670471191, 0.7181951999664307, 0.5182440876960754, 0.3196142911911011, 0.12904305756092072, -0.04972873628139496, -0.22013899683952332, -0.37806203961372375, -0.5156214833259583, -0.6291980147361755, -0.7314725518226624, -0.8393166661262512, -1.010677456855774, -1.2370669841766357, -1.470199465751648, -1.6723484992980957, -1.838361382484436, -1.997006893157959, -2.253544807434082, -2.608102321624756, -2.8881990909576416, -2.999267101287842]",ok,310,3.511873,"[-188.8573455810547, 63.601463317871094, 1.6922909021377563, 24.34688377380371, 10.063838958740234, 3.5538313388824463, -3.2442803382873535, 2.8913886547088623, -2.169931411743164, -5.7048773765563965, 8.684025764465332, 1.6755610704421997, 8.12456226348877, 0.8718714714050293, 0.009575373493134975, -1.9997292757034302]"
p225_065_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_065_mic1.flac,2.528500,0.466403,188.572595,ok,118,0.836796,"[-6.827820781256931, -7.717366206885088, -8.011732720419756, -7.695614601699648, -8.149674297296647, -9.84617478841865, -10.749924252291047, -9.95406325116163, -9.688521089208038, -10.31988208803448, -10.806118227329765, -10.442745988163948, -10.499524432294534, -11.123143113831901, -11.501172939555838, -12.265222274591588, -13.097695416431856, -13.14924729260782, -13.03543785715387, -13.120592339595925, -13.337888764699454, -14.561973352282854, -14.923196618386585, -14.61142814412581]",ok,221,0.207229,"[1.2738256454467773, 1.124511480331421, 0.9903650283813477, 0.877498984336853, 0.7143268585205078, 0.5209780335426331, 0.3469143211841583, 0.18697543442249298, 0.016920991241931915, -0.1653503030538559, -0.34634894132614136, -0.5146666765213013, -0.6726160049438477, -0.8252415657043457, -1.0089635848999023, -1.231026530265808, -1.468428134918213, -1.689717173576355, -1.8713293075561523, -2.024179458618164, -2.271552801132202, -2.5466086864471436, -2.7209296226501465, -2.6953275203704834]",ok,221,3.422930,"[-168.61940002441406, 68.4841079711914, -4.1674370765686035, 13.919988632202148, 7.203221797943115, 5.848740577697754, -4.106729030609131, -0.04729156196117401, 0.04812406376004219, -6.951237201690674, 8.83020305633545, 2.279723882675171, 11.623014450073242, 0.5912526845932007, 2.0006906986236572, -3.3246910572052]"
p225_070_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_070_mic1.flac,2.304958,0.523810,193.813060,ok,121,0.899685,"[-7.383367051237533, -8.60404309353687, -9.700605061074418, -9.655985011056861, -9.847499861581735, -11.009065664475296, -11.695793985055282, -11.312679724590428, -11.279517899994445, -11.79734075101062, -12.38622532528847, -12.44699373304785, -12.718217510724276, -13.22848666862438, -13.070715608604035, -12.889966325210468, -13.913567758174933, -14.419211611514985, -13.837313387410335, -13.549060556638803, -13.758688618080892, -14.060449649104548, -15.092804619349794, -15.32792584873966]",ok,227,0.239075,"[1.0427011251449585, 0.7796974778175354, 0.5299984812736511, 0.3528920114040375, 0.20512917637825012, 0.01740388013422489, -0.17576363682746887, -0.3554360866546631, -0.5553733706474304, -0.778835117816925, -0.9929540753364563, -1.1902780532836914, -1.380163550376892, -1.5520027875900269, -1.7097742557525635, -1.8525832891464233, -1.9858285188674927, -2.091317653656006, -2.144860029220581, -2.186643123626709, -2.353943347930908, -2.6891043186187744, -3.034736156463623, -3.2152247428894043]",ok,227,3.996203,"[-206.890380859375, 63.55754089355469, 4.916810512542725, 14.130759239196777, 3.9364583492279053, 11.043228149414062, -0.9320071935653687, 7.2912116050720215, -3.388737201690674, 2.8371927738189697, 6.589730739593506, 2.4264743328094482, 8.362852096557617, 2.890666961669922, -2.089228391647339, -2.139449119567871]"
p225_071_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_071_mic1.flac,2.082896,0.497608,192.976262,ok,104,0.758600,"[-7.173663512582703, -7.801192717466227, -8.725268250613285, -9.888880445093122, -11.144040048724284, -12.867945557299738, -13.635870597212556, -12.829768129290724, -12.891133865166866, -13.700348608559127, -14.037624737519458, -13.360340565203726, -12.910649993933951, -12.006473543748557, -11.82217956307758, -12.142947522948923, -12.359234466228944, -13.30949469997007, -13.200687377033962, -13.999320197279152, -14.361985056782911, -14.852555797038187, -15.103356736810193, -14.819236783564175]",ok,195,0.190169,"[1.222655177116394, 0.9838582873344421, 0.5811645984649658, 0.21382804214954376, -0.07361821085214615, -0.30304181575775146, -0.49253907799720764, -0.6511776447296143, -0.7904095649719238, -0.9151481986045837, -1.0200018882751465, -1.0993083715438843, -1.1535522937774658, -1.1603336334228516, -1.122489333152771, -1.0827553272247314, -1.1837866306304932, -1.4856657981872559, -1.8725100755691528, -2.2047007083892822, -2.4641242027282715, -2.6853928565979004, -2.876121759414673, -3.000654697418213]",ok,195,3.394231,"[-212.77638244628906, 49.87845230102539, 11.061422348022461, 41.21193313598633, 10.132139205932617, 1.4976011514663696, 7.570284366607666, 1.0395678281784058, -4.290808200836182, -8.923447608947754, 3.5770397186279297, 1.9805078506469727, 5.8890886306762695, 2.0645592212677, -0.4317590892314911, -3.5952861309051514]"
p225_073_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_073_mic1.flac,2.512583,0.420635,209.532456,ok,106,0.925525,"[-7.103496277802176, -7.509442953390202, -7.964373458748956, -8.721081152992953, -9.868343339527934, -11.601537380782478, -12.548984626919928, -12.076532673823863, -11.94343799408275, -12.451356150586117, -12.783580000544593, -11.935005969352574, -11.464051743614739, -11.534770464902264, -11.84981277218308, -12.183992074169385, -13.148641338397802, -13.166882305714298, -12.7774115100354, -13.311230866676985, -13.499385897095896, -14.218990392023887, -14.72076908924574, -14.472338974025595]",ok,200,0.237480,"[1.3684532642364502, 1.2844477891921997, 1.0311872959136963, 0.801748514175415, 0.48518672585487366, 0.17878149449825287, -0.05820843204855919, -0.25187361240386963, -0.4207248389720917, -0.5728550553321838, -0.7042204141616821, -0.8108580112457275, -0.9005301594734192, -0.9771183729171753, -1.0809234380722046, -1.2264796495437622, -1.4295867681503296, -1.6382976770401, -1.8126001358032227, -2.0164408683776855, -2.2933757305145264, -2.6022002696990967, -2.868983745574951, -3.0027472972869873]",ok,200,3.609009,"[-196.4964599609375, 54.011600494384766, 8.140539169311523, 29.551862716674805, 11.429797172546387, 3.951096534729004, -3.092228651046753, 1.7831708192825317, -1.8872207403182983, -9.047371864318848, 4.430626392364502, 1.801699161529541, 5.682918071746826, 0.6557124853134155, -2.3745479583740234, -4.0517497062683105]"
p225_109_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_109_mic1.flac,2.244687,0.440000,189.743684,ok,99,0.874251,"[-7.473361843885874, -8.47280250889555, -9.134224885766368, -8.827311832373475, -9.268753166303734, -10.56450653314217, -11.167998533361123, -10.80164188041811, -10.505556760227213, -10.853523342023674, -11.547466116794018, -12.030075029887925, -12.466794639694898, -12.995302496666199, -12.956745252389732, -12.922818332978544, -13.688021745444248, -14.123595644372344, -13.814483297139994, -13.64808831562402, -13.992198746889603, -14.860648101005772, -15.504907716228544, -15.302113967435131]",ok,187,0.237415,"[1.351325511932373, 1.1017208099365234, 0.9076796770095825, 0.778464674949646, 0.6403063535690308, 0.47519344091415405, 0.3001399338245392, 0.11042645573616028, -0.13792970776557922, -0.41473475098609924, -0.6704338192939758, -0.90113765001297, -1.1174794435501099, -1.3109130859375, -1.4889333248138428, -1.645300030708313, -1.7664705514907837, -1.8357163667678833, -1.887941598892212, -2.020775079727173, -2.315943479537964, -2.6970412731170654, -2.995058536529541, -3.0833778381347656]",ok,187,3.967952,"[-200.4512939453125, 70.58003234863281, 1.1801681518554688, 11.88206672668457, 0.4255422055721283, 10.541691780090332, -0.56114661693573, 0.8214739561080933, -2.309252977371216, -0.32733744382858276, 9.82846736907959, 0.7183937430381775, 9.66175651550293, 1.3302854299545288, 1.2515016794204712, -0.8810020685195923]"
p225_111_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_111_mic1.flac,2.307521,0.519481,169.382920,ok,120,0.759866,"[-6.289360306227116, -7.378271586297095, -8.588645933754625, -9.453044232460131, -10.250061037892019, -11.612185647954398, -12.212938404833753, -11.62905040398237, -11.482922657273217, -11.826277779867407, -11.970301366618504, -11.879500665472364, -11.768204946584177, -11.93860864128374, -12.1230236773253, -12.879768047642425, -14.279199640307043, -14.03150548822216, -13.5453197033079, -13.728617406391553, -14.061337657037548, -14.599931029231977, -15.146138368663998, -15.179944173589712]",ok,225,0.212448,"[1.6627442836761475, 1.3115726709365845, 0.9568944573402405, 0.6556072235107422, 0.4025964140892029, 0.19552291929721832, 0.022906169295310974, -0.12732014060020447, -0.27547556161880493, -0.42776983976364136, -0.5734461545944214, -0.7088571786880493, -0.8467017412185669, -0.9841923117637634, -1.1398496627807617, -1.32117760181427, -1.5203375816345215, -1.7124736309051514, -1.87991201877594, -2.020848035812378, -2.274148464202881, -2.661367893218994, -3.004041910171509, -3.160351276397705]",ok,225,3.584748,"[-199.21180725097656, 70.73086547851562, 2.7348408699035645, 27.042076110839844, 13.274493217468262, 11.344852447509766, -1.5751903057098389, 6.6039958000183105, -0.025354329496622086, -6.429833889007568, 9.018832206726074, 0.78045254945755, 5.188140392303467, 2.632833957672119, 0.524716317653656, -3.3944079875946045]"
p225_121_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_121_mic1.flac,2.344000,0.463830,186.884835,ok,109,0.792226,"[-6.941905157686346, -7.684129816236592, -8.565521307524936, -9.33326516482615, -10.34772406657224, -11.628723281787416, -11.825612098459839, -11.333917199819249, -11.355397990589706, -11.65927032307047, -12.301836229644076, -12.892119615637311, -12.4367347209181, -12.09703863326927, -12.0418992640821, -12.563873906547277, -13.173249529495921, -13.351172052068872, -13.464062626271469, -13.777105928188394, -14.598318497518497, -14.961052711846948, -15.295904118136047, -15.146108801765468]",ok,205,0.224127,"[1.495750069618225, 1.2402909994125366, 0.9668322801589966, 0.7253197431564331, 0.5155496597290039, 0.3299505114555359, 0.14587408304214478, -0.04992368817329407, -0.25429660081863403, -0.4488646984100342, -0.622297465801239, -0.7714825868606567, -0.9027052521705627, -1.007954478263855, -1.1011549234390259, -1.192341923713684, -1.314426064491272, -1.5196508169174194, -1.8032375574111938, -2.1129446029663086, -2.4434244632720947, -2.762932300567627, -2.981553792953491, -3.013474702835083]",ok,205,3.556159,"[-204.38291931152344, 65.11284637451172, 4.344516754150391, 28.328083038330078, 5.619010925292969, 7.44668436050415, 6.7059407234191895, 1.42073392868042, -1.9678902626037598, -7.526192665100098, 7.027107238769531, 1.0511958599090576, 3.712116003036499, 1.1839542388916016, 2.453809976577759, -0.4247853457927704]"
p225_122_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_122_mic1.flac,2.471167,0.528226,180.636909,ok,131,0.916021,"[-6.6815465007182056, -7.606467054893526, -8.051364946238253, -8.191701520311, -9.021479244749132, -10.665493858902755, -11.423730908474505, -11.039738832396884, -11.032140842559372, -11.265064042471845, -11.065097076947206, -11.36135169420311, -11.310692044843131, -11.63679478089066, -11.964904768439542, -12.374823380660246, -13.06751591460731, -13.007574264328294, -12.679903847586443, -12.994475335765774, -13.759212976514927, -15.077389720138688, -15.329096258485842, -15.254498522619379]",ok,245,0.233861,"[1.574576497077942, 1.3985365629196167, 1.2167075872421265, 1.062466025352478, 0.844550609588623, 0.5688990354537964, 0.32363662123680115, 0.11828894913196564, -0.06354604661464691, -0.2350650429725647, -0.40042683482170105, -0.5577583909034729, -0.7103187441825867, -0.8423041105270386, -0.9716708660125732, -1.119044542312622, -1.2634037733078003, -1.3636497259140015, -1.4245423078536987, -1.6194307804107666, -2.092421531677246, -2.584984540939331, -2.926931619644165, -3.0293819904327393]",ok,245,3.859555,"[-181.3440704345703, 69.36219024658203, -2.2474560737609863, 26.086793899536133, 4.008854389190674, 9.76242446899414, -4.741294860839844, -0.8394388556480408, 1.286163091659546, -5.9788994789123535, 8.987174034118652, -0.19050204753875732, 7.5264787673950195, 2.5951998233795166, 2.3365814685821533, -1.3401504755020142]"
p225_142_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_142_mic1.flac,2.489729,0.473896,183.979272,ok,118,0.789473,"[-6.262756901378705, -6.842883903877325, -7.517710929087164, -8.075053543373446, -8.959040603580117, -10.395147043479174, -11.184485410919637, -10.474652357097234, -10.327035548803067, -11.033307681660439, -11.952460097413947, -12.406404999428728, -12.263985763413803, -11.846766757984696, -11.779295251281033, -12.503636722312976, -13.61449263856441, -13.472218827687273, -13.261378098186212, -13.501480458249747, -14.019397700570133, -15.165514353148637, -15.71600321479593, -15.409286134580348]",ok,221,0.192323,"[1.9442776441574097, 1.769592046737671, 1.524956464767456, 1.2781256437301636, 1.0638346672058105, 0.8867017030715942, 0.7272056341171265, 0.5428062677383423, 0.28853005170822144, 0.02432652749121189, -0.20445933938026428, -0.39256370067596436, -0.5557263493537903, -0.7074176669120789, -0.8776385188102722, -1.066083312034607, -1.2470165491104126, -1.4176881313323975, -1.5913450717926025, -1.7850725650787354, -2.1651554107666016, -2.6529834270477295, -2.9650728702545166, -2.998532295227051]",ok,221,3.547100,"[-188.1059112548828, 79.79023742675781, 4.776011943817139, 25.223718643188477, 2.184896230697632, 8.753509521484375, 2.406430959701538, 2.365952968597412, -4.427037239074707, -9.760741233825684, 9.562121391296387, 0.8420559167861938, 4.873148441314697, 0.2716429531574249, 1.2377549409866333, -3.7570741176605225]"
p225_145_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_145_mic1.flac,2.010312,0.371287,205.725225,ok,75,0.817554,"[-6.674629359328079, -7.234727640928901, -7.858767674111088, -8.581686555671741, -9.6909446783268, -10.92074616474884, -11.220159948085026, -11.089287941857732, -11.535983499371296, -12.21631380397282, -12.559050373466954, -12.71248335386617, -11.925894556323891, -11.966886787229106, -12.378635113190375, -12.533989361510224, -13.348010945143574, -13.395321618942416, -13.06361454312318, -13.023930435100116, -13.588375311131177, -14.690220976735805, -15.35406139459387, -15.198308022331188]",ok,141,0.206028,"[1.7025749683380127, 1.516520380973816, 1.217187523841858, 0.9560800194740295, 0.7061046957969666, 0.43624651432037354, 0.1728617399930954, -0.06833715736865997, -0.28686973452568054, -0.48646533489227295, -0.6660382151603699, -0.8236926198005676, -0.9659391641616821, -1.0887693166732788, -1.216896414756775, -1.3514550924301147, -1.4760406017303467, -1.564446210861206, -1.631580114364624, -1.8170946836471558, -2.2145302295684814, -2.6382863521575928, -2.970515489578247, -3.1373560428619385]",ok,141,3.674953,"[-198.57847595214844, 67.7783203125, 7.402566432952881, 26.91392707824707, 1.5270730257034302, 7.757399559020996, -1.2351610660552979, 5.319330215454102, -1.3553318977355957, -8.926769256591797, 5.585424423217773, -2.6786186695098877, 6.1736979484558105, -0.6437363028526306, 1.7427089214324951, -1.9241890907287598]"
p225_153_mic1,VCTK Corpus 0.92,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_153_mic1.flac,2.484667,0.453815,190.833422,ok,113,0.916622,"[-6.352237047735157, -7.271647267170253, -8.127317453553584, -8.431306065622268, -9.373386128921176, -11.092591933182241, -11.757014573873068, -11.155375456364164, -11.14873676258846, -11.5292356175968, -11.922180043940958, -12.378537862995664, -12.815726411401242, -12.935171628839061, -12.274217288288819, -12.441337330955898, -13.379027571241721, -14.25341346940159, -13.737947548573372, -13.690107976274184, -14.683428438464537, -14.984674519149555, -15.541385757278292, -15.404187086978817]",ok,211,0.233466,"[1.7868483066558838, 1.603346347808838, 1.225419521331787, 0.8765865564346313, 0.5860803127288818, 0.3291094899177551, 0.09636257588863373, -0.11813677102327347, -0.33018386363983154, -0.5386181473731995, -0.732263445854187, -0.9055710434913635, -1.0654220581054688, -1.2018431425094604, -1.3173099756240845, -1.422474980354309, -1.5852398872375488, -1.7976285219192505, -2.00251841545105, -2.2185049057006836, -2.499756336212158, -2.810361862182617, -3.0302748680114746, -3.0964460372924805]",ok,211,3.989574,"[-201.6605224609375, 76.39579010009766, 8.650003433227539, 23.49785041809082, 7.369034290313721, 8.516822814941406, 4.227379322052002, -0.010055196471512318, -4.144138813018799, -2.542048215866089, 8.597289085388184, -0.600541353225708, 7.148672580718994, 5.352758884429932, -1.6027379035949707, -0.9200929999351501]"
