utt_id,dataset_name,split_name,speaker_id,gender,domain,language,path_raw,path_proc,duration_sec,sample_rate,quality_flag,notes,clean_subset_name,clean_rule_version,selection_cell,coarse_style,selection_note,feature_status,feature_error,rms_dbfs,peak_dbfs,clipping_ratio,silence_ratio_40db,zcr_mean,spectral_centroid_hz_mean,f0_voiced_ratio,f0_median_hz,f0_p10_hz,f0_p90_hz
121_127105_000043_000000,LibriTTS-R,test-clean,121,female,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/121/127105/121_127105_000043_000000.wav,,7.240000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-17.889117,-0.915503,0.000000,0.000000,0.062658,1945.719688,0.867586,170.336554,140.949074,227.960926
121_127105_000043_000003,LibriTTS-R,test-clean,121,female,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/121/127105/121_127105_000043_000003.wav,,4.440000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-18.989866,-0.915503,0.000000,0.004785,0.044254,1619.189366,0.741573,174.130237,144.433441,233.478964
121_127105_000043_000004,LibriTTS-R,test-clean,121,female,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/121/127105/121_127105_000043_000004.wav,,4.800000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-21.122032,-0.915503,0.000000,0.000000,0.054452,1683.693086,0.787942,170.212253,143.211394,274.232695
121_127105_000043_000006,LibriTTS-R,test-clean,121,female,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/121/127105/121_127105_000043_000006.wav,,13.480167,24000,ok,,clean_speech_v1,v1,LibriTTS-R|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-18.701485,-0.915503,0.000000,0.004747,0.086059,2106.648737,0.629355,161.545654,135.829318,229.409209
1089_134686_000001_000001,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000001_000001.wav,,12.800167,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-22.280124,-0.915503,0.000000,0.049917,0.084608,1985.060552,0.647931,94.862840,76.750869,131.572154
1089_134686_000002_000000,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000002_000000.wav,,2.160000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-16.031796,-0.915503,0.000000,0.000000,0.061576,1525.979625,0.764977,100.299534,85.078625,120.207590
1089_134686_000002_000001,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000002_000001.wav,,5.960000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.189840,-0.915503,0.000000,0.007143,0.061030,1492.621076,0.829146,97.078718,82.703400,117.381994
1089_134686_000002_000002,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000002_000002.wav,,12.320167,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-20.442882,-0.915503,0.000000,0.039792,0.071772,1634.590714,0.766423,102.328731,83.229019,128.312546
1089_134686_000003_000000,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000003_000000.wav,,2.160000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-15.536026,-0.915503,0.000000,0.019608,0.037866,1052.584604,0.953917,155.410669,116.560994,237.336360
1089_134686_000007_000000,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000007_000000.wav,,15.360167,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-20.892668,-0.915503,0.000000,0.033287,0.073212,1702.315329,0.790501,104.501201,83.908841,128.393459
1089_134686_000007_000002,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000007_000002.wav,,10.800000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-20.626335,-0.915503,0.000000,0.005917,0.066293,1560.637329,0.777983,104.085054,83.747100,121.198510
1089_134686_000007_000004,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000007_000004.wav,,8.960000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-18.131520,-0.915503,0.000000,0.009501,0.064417,1545.150643,0.783724,107.369095,86.285741,135.028781
1089_134686_000007_000005,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000007_000005.wav,,5.280000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.043515,-0.915503,0.000000,0.008065,0.094055,2113.312379,0.648393,110.133985,84.648479,138.105276
1089_134686_000009_000000,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000009_000000.wav,,3.480000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-15.261556,-0.915503,0.000000,0.000000,0.077479,1695.052427,0.853868,106.567880,84.672323,127.546915
1089_134686_000009_000001,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000009_000001.wav,,9.880000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.908401,-0.915503,0.000000,0.021552,0.087663,1882.240529,0.799798,111.762910,83.233721,132.653070
1089_134686_000009_000002,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000009_000002.wav,,12.880167,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-21.187342,-0.915503,0.000000,0.009934,0.062280,1522.476136,0.777347,107.931996,86.269980,125.412911
1089_134686_000009_000003,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000009_000003.wav,,6.000000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.217791,-0.915503,0.000000,0.010638,0.083491,1835.512946,0.782030,102.275641,83.469425,134.330580
1089_134686_000009_000004,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000009_000004.wav,,14.600167,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.535755,-0.915503,0.000000,0.007299,0.076283,1718.840746,0.765914,106.388970,83.566712,130.928107
1089_134686_000009_000005,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000009_000005.wav,,9.360000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-20.560066,-0.915503,0.000000,0.031891,0.090711,1987.455013,0.711846,111.527699,83.052081,133.560868
1089_134686_000009_000006,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000009_000006.wav,,9.800000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-20.355277,-0.915503,0.000000,0.058696,0.071493,1644.283057,0.748216,111.680345,86.161411,130.531959
1089_134686_000009_000008,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000009_000008.wav,,5.760000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-18.179935,-0.915503,0.000000,0.007380,0.064871,1580.755235,0.823224,112.921709,89.638602,139.562657
1089_134686_000009_000009,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000009_000009.wav,,15.120167,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-18.532993,-0.915503,0.000000,0.004231,0.059302,1426.530589,0.744217,105.934754,83.489320,132.885363
1089_134686_000009_000010,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000009_000010.wav,,12.520167,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.222724,-0.915503,0.000000,0.000000,0.070908,1687.891928,0.776536,107.332233,85.407612,131.671045
1089_134686_000010_000000,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000010_000000.wav,,3.880000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-16.807663,-0.915503,0.000000,0.005495,0.091655,1937.147018,0.861183,121.007317,101.964018,146.627857
1089_134686_000010_000001,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000010_000001.wav,,4.080000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-16.264276,-0.915503,0.000000,0.000000,0.093496,1905.892580,0.828851,113.236884,98.762586,157.208767
1089_134686_000011_000001,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000011_000001.wav,,2.760000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-18.506603,-0.915503,0.000000,0.007692,0.078989,1559.144950,0.870036,111.867599,89.678347,135.252722
1089_134686_000011_000003,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000011_000003.wav,,7.440000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-20.562660,-0.915503,0.000000,0.002865,0.090206,1936.309335,0.683221,99.339419,81.778353,119.222159
1089_134686_000012_000000,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000012_000000.wav,,8.320000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.396377,-0.915503,0.000000,0.002558,0.069908,1570.924713,0.823529,101.631618,86.726832,126.694004
1089_134686_000012_000002,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000012_000002.wav,,2.680000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.839370,-0.915503,0.000000,0.015873,0.082186,1818.046718,0.825279,97.177812,80.384190,132.412172
1089_134686_000012_000003,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000012_000003.wav,,11.040167,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.357547,-0.915503,0.000000,0.003861,0.074749,1748.581110,0.756561,106.512154,83.409781,144.157837
1089_134686_000012_000004,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000012_000004.wav,,4.040000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-17.830848,-0.915503,0.000000,0.000000,0.091298,2014.152125,0.807407,104.809258,85.658904,145.371348
1089_134686_000014_000001,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000014_000001.wav,,10.760000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-20.097202,-0.915503,0.000000,0.000000,0.069485,1623.464271,0.704735,109.611289,87.065478,131.770173
1089_134686_000014_000002,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000014_000002.wav,,6.840000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-20.119447,-0.915503,0.000000,0.000000,0.072574,1716.365290,0.767883,96.553059,79.625582,124.918655
1089_134686_000015_000002,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000015_000002.wav,,3.960000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.308880,-0.915503,0.000000,0.000000,0.062904,1600.441884,0.647355,98.782870,85.169744,127.991779
1089_134686_000015_000003,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000015_000003.wav,,5.560000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-18.273609,-0.915503,0.000000,0.015326,0.068447,1660.675276,0.718133,99.117385,85.802864,114.147426
1089_134686_000015_000004,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000015_000004.wav,,3.680000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-20.475995,-0.915503,0.000000,0.005780,0.068802,1641.807623,0.707317,95.939724,76.444309,123.177965
1089_134686_000017_000000,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000017_000000.wav,,3.120000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-17.850496,-0.915503,0.000000,0.000000,0.067702,1603.037968,0.773163,102.947692,87.016057,117.827431
1089_134686_000018_000000,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000018_000000.wav,,2.160000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-17.736977,-0.915503,0.000000,0.000000,0.074386,1798.354862,0.815668,115.609660,90.930584,148.783919
1089_134686_000019_000000,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000019_000000.wav,,3.080000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-17.785712,-0.915503,0.000000,0.000000,0.071656,1785.844472,0.822006,99.153375,83.052603,117.141120
1089_134686_000021_000000,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000021_000000.wav,,8.360000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-20.256239,-0.915503,0.000000,0.028061,0.063617,1623.625280,0.762246,97.143800,83.079712,120.121893
1089_134686_000023_000000,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000023_000000.wav,,14.760167,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-18.636771,-0.915503,0.000000,0.000000,0.068811,1656.946448,0.775897,108.803948,82.252271,137.240156
1089_134686_000023_000001,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000023_000001.wav,,12.960167,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.828760,-0.127100,0.000000,0.000000,0.092298,1948.739606,0.780262,103.376717,83.480354,128.799364
1089_134686_000024_000000,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000024_000000.wav,,9.920000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-17.868613,-0.915503,0.000000,0.004292,0.082437,1897.904325,0.719033,101.453697,85.102885,126.628839
1089_134686_000024_000001,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000024_000001.wav,,16.120167,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.632235,-0.915503,0.000000,0.001323,0.061846,1536.136848,0.748915,103.903069,82.721985,149.034198
1089_134686_000024_000002,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000024_000002.wav,,6.040000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-18.797864,-0.915503,0.000000,0.007042,0.065337,1594.714598,0.829752,120.243762,83.171366,182.175802
1089_134686_000024_000004,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000024_000004.wav,,10.400000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.937487,-0.915503,0.000000,0.008197,0.077892,1815.979669,0.777137,113.311375,84.574597,163.473425
1089_134686_000024_000005,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000024_000005.wav,,12.560167,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-21.788345,-0.915503,0.000000,0.000000,0.074418,1727.007335,0.812251,108.701048,83.764683,146.048361
1089_134686_000024_000006,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000024_000006.wav,,8.160000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.298381,-0.915503,0.000000,0.000000,0.051700,1381.322814,0.811506,104.838483,85.186984,129.478279
1089_134686_000024_000007,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000024_000007.wav,,10.880000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-21.570362,-0.915503,0.000000,0.001957,0.081444,1888.122598,0.762167,105.302484,81.908464,147.095095
1089_134686_000026_000000,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000026_000000.wav,,3.920000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-20.667975,-0.915503,0.000000,0.005435,0.070607,1695.788858,0.768448,97.934666,78.611653,126.007009
1089_134686_000026_000001,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000026_000001.wav,,3.800000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-18.144181,-0.915503,0.000000,0.000000,0.052879,1433.144902,0.855643,99.541482,81.836445,121.912941
1089_134686_000026_000003,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000026_000003.wav,,5.640000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-20.843667,-0.915503,0.000000,0.000000,0.064986,1739.001344,0.720354,100.551453,80.885781,125.560283
1089_134686_000027_000000,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000027_000000.wav,,3.280000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.369517,-0.915503,0.000000,0.000000,0.062529,1651.359920,0.875380,99.683157,81.139624,118.067099
1089_134686_000027_000001,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000027_000001.wav,,2.240000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.443450,-0.915503,0.000000,0.000000,0.094220,2196.904893,0.675556,101.011485,88.249408,119.109246
1089_134686_000028_000001,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000028_000001.wav,,2.760000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-15.445434,-0.915503,0.000000,0.015385,0.063946,1527.432320,0.906137,124.081331,90.286682,188.718739
1089_134686_000028_000002,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000028_000002.wav,,4.280000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-18.201884,-0.915503,0.000000,0.024876,0.076522,1624.410093,0.855478,134.268373,102.079057,172.883713
1089_134686_000028_000003,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000028_000003.wav,,4.880000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-17.739598,-0.915503,0.000000,0.004367,0.079763,1768.906301,0.828221,116.187465,85.818363,155.130892
1089_134686_000028_000004,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000028_000004.wav,,5.280000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-22.964912,-0.915503,0.000000,0.012097,0.062691,1438.955032,0.812854,109.428976,81.847039,143.769771
1089_134686_000028_000006,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000028_000006.wav,,6.800000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-16.794788,-0.915503,0.000000,0.003135,0.080625,1731.778671,0.917768,125.032752,92.116128,163.628103
1089_134686_000028_000007,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000028_000007.wav,,2.400000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-15.709309,-0.915503,0.000000,0.008850,0.067210,1697.487044,0.800830,114.476788,98.143453,150.999356
